Date,Rot,VH,Team,Pitcher,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,Final,Open,Close,RunLine,,OpenOU,,CloseOU,
507,954,H,CUB,DSMYLY-L,0,0,0,0,0,0,0,0,0,0,190,205,1.5,120,7,-120,6.5,105
507,957,V,PIT,MKELLER,4,0,0,3,0,0,1,0,0,8,-120,-125,-1.5,125,9,100,9,100
507,958,H,CIN,DMORETA,2,0,0,3,0,0,0,0,0,5,100,115,1.5,-145,9,-120,9,-120
507,959,V,STL,SMATZ-L,1,2,0,1,0,0,3,0,0,7,130,116,1.5,-185,6.5,-115,7,-110
507,960,H,SFO,LWEBB,4,4,0,1,0,0,1,3,x,13,-150,-126,-1.5,165,6.5,-105,7,-110
507,961,V,MIL,CBURNES,0,0,0,0,0,0,1,0,1,2,-110,-105,-1.5,155,6.5,-120,7,100
507,962,H,ATL,MFRIED-L,0,0,0,0,1,1,0,1,x,3,-110,-105,1.5,-175,6.5,100,7,-120
507,963,V,COL,KFREELAND-L,0,0,0,0,0,0,0,0,4,4,-110,110,1.5,-190,8,-105,8.5,-115
507,964,H,ARI,ZDAVIES,0,0,0,0,0,0,0,1,0,1,-110,-120,-1.5,170,8,-115,8.5,-105
507,965,V,MIA,PLOPEZ,0,0,1,0,2,0,0,0,5,8,115,104,1.5,-200,6.5,-115,6.5,-120
507,966,H,SDG,SMANAEA-L,0,0,0,0,0,0,0,0,0,0,-135,-114,-1.5,175,6.5,-105,6.5,100
507,969,V,OAK,JKAPRIELI,0,0,0,0,0,0,0,0,0,0,170,185,1.5,-115,7.5,-120,7.5,-105
507,970,H,MIN,SGRAY,0,0,0,0,0,1,0,0,x,1,-200,-205,-1.5,-105,7.5,100,7.5,-115
507,971,V,DET,ERODRIGUE-L,0,0,2,0,0,0,0,0,0,2,160,176,1.5,-130,8,100,8,-110
507,972,H,HOU,FVALDEZ-L,0,0,1,0,0,0,0,2,x,3,-190,-192,-1.5,110,8,-120,8,-110
507,973,V,CWS,DCEASE,0,0,0,0,0,0,0,0,1,3,-105,-133,-1.5,125,8.5,100,7.5,-110
507,974,H,BOS,NPIVETTA,0,0,0,0,1,0,0,0,0,1,-115,123,1.5,-145,8.5,-120,7.5,-110
507,975,V,TOR,RSTRIPLIN,1,1,0,0,0,0,0,0,0,2,-135,-127,-1.5,130,7.5,-110,7.5,100
507,976,H,CLE,TMCKENZIE,3,0,1,0,1,2,1,0,x,8,115,117,1.5,-150,7.5,-110,7.5,-120
507,979,V,TAM,DRASMUSSE,0,0,1,1,0,1,0,5,0,8,-125,-133,-1.5,130,7,100,7,-125
507,980,H,SEA,MGONZALES-L,0,0,0,0,1,0,0,0,1,2,105,123,1.5,-150,7,-120,7,105
507,981,V,WAS,JGRAY,1,1,0,2,2,1,0,0,0,7,145,140,1.5,-150,8.5,-110,9,100
507,982,H,LAA,MLORENZEN,0,0,0,3,0,0,0,0,0,3,-170,-150,-1.5,130,8.5,-110,9,-120
507,983,V,LAD,TANDERSON-L,0,4,0,0,0,0,0,0,2,6,-210,-176,-1.5,,8,100,7.5,-105
507,984,H,CUB,DNORRIS-L,1,0,0,0,1,0,0,0,0,2,175,163,1.5,,8,-120,7.5,-115
507,985,V,TOR,KGAUSMAN,0,4,0,3,0,0,1,0,0,8,-140,-141,-1.5,125,6.5,-110,6.5,-110
507,986,H,CLE,SBIEBER,0,0,1,0,0,0,0,2,0,3,120,131,1.5,-145,6.5,-110,6.5,-110
508,901,V,NYM,MSCHERZER,0,0,0,0,0,2,0,0,0,2,-160,-150,-1.5,105,7,-120,7,-115
508,902,H,PHI,KGIBSON,1,0,1,1,0,0,0,0,x,3,135,140,1.5,-125,7,100,7,-105
508,903,V,MIL,AASHBY-L,0,0,0,0,0,0,0,2,0,2,-105,125,1.5,-175,8.5,-105,7.5,-110
508,904,H,ATL,CMORTON,0,4,1,1,3,0,0,0,x,9,-115,-135,-1.5,155,8.5,-115,7.5,-110
508,905,V,PIT,ZTHOMPSON,0,2,0,0,0,0,0,1,0,3,120,125,1.5,-165,7.5,-115,8,-105
508,906,H,CIN,TMAHLE,0,0,0,0,0,5,0,2,x,7,-140,-135,-1.5,145,7.5,-105,8,-115
508,907,V,STL,DHUDSON,0,2,0,0,0,1,0,0,0,3,-110,120,1.5,-180,7.5,-110,7.5,-125
508,908,H,SFO,JJUNIS,0,3,0,0,0,1,0,0,x,4,-110,-130,-1.5,160,7.5,-110,7.5,105
508,909,V,COL,GMARQUEZ,0,0,0,0,0,0,0,0,0,0,105,142,1.5,-155,7.5,-105,8,100
508,910,H,ARI,ZGALLEN,0,3,0,0,1,0,0,0,x,4,-125,-152,-1.5,135,7.5,-115,8,-120
508,911,V,MIA,TROGERS-L,0,0,0,1,0,1,0,0,0,2,145,140,1.5,-160,6.5,-115,6.5,-120
508,912,H,SDG,JMUSGROVE,0,0,0,0,0,0,0,0,3,3,-170,-150,-1.5,140,6.5,-105,6.5,100
508,913,V,LAD,WBUEHLER,0,0,0,2,2,0,1,0,2,7,-200,-240,-1.5,-145,7,100,8,-120
508,914,H,CUB,JSTEELE-L,1,0,0,0,0,0,0,0,0,1,170,210,1.5,125,7,-120,8,100
508,915,V,CWS,DKEUCHEL-L,0,0,3,0,0,0,0,0,0,3,105,160,1.5,-135,8.5,-110,8,100
508,916,H,BOS,THOUCK,0,0,0,0,0,2,0,0,0,2,-125,-170,-1.5,115,8.5,-110,8,-120
508,917,V,KAN,ZGREINKE,0,0,1,0,2,0,0,1,2,6,-110,-105,1.5,-210,7.5,-110,7,-120
508,918,H,BAL,JLYLES,0,1,0,0,1,0,2,0,0,4,-110,-105,-1.5,185,7.5,-110,7,100
508,919,V,TEX,DDUNNING,0,0,0,0,0,0,1,0,0,1,185,210,1.5,-105,7,-110,7,110
508,920,H,NYY,GCOLE,0,0,0,0,0,1,0,0,1,2,-225,-240,-1.5,-115,7,-110,7,-130
508,921,V,TOR,AMANOAH,2,0,0,0,0,0,1,0,0,3,-200,-190,-1.5,-125,7.5,-105,7.5,-105
508,922,H,CLE,KPILKINGT-L,0,0,2,0,0,0,0,2,x,4,170,175,1.5,105,7.5,-115,7.5,-115
508,923,V,DET,WPERALTA,0,0,0,0,0,0,0,0,0,0,145,163,1.5,-130,8.5,-110,8.5,-105
508,924,H,HOU,JODORIZZI,0,0,4,0,1,0,0,0,x,5,-170,-176,-1.5,110,8.5,-110,8.5,-115
508,925,V,OAK,DJEFFERIE,1,0,2,0,0,0,0,0,0,3,160,145,1.5,-160,7,-115,7,-105
508,926,H,MIN,CPADDACK,0,1,3,0,0,0,0,0,x,4,-190,-155,-1.5,140,7,-105,7,-115
508,927,V,TAM,RYARBROUG-L,0,0,0,0,0,0,0,1,0,1,-110,104,1.5,-190,7.5,-110,7.5,-110
508,928,H,SEA,GKIRBY,0,0,0,0,0,0,0,0,1,2,-110,-114,-1.5,170,7.5,-110,7.5,-110
508,929,V,WAS,EFEDDE,0,0,1,0,0,2,1,0,0,4,155,180,1.5,-115,8.5,-110,8.5,-115
508,930,H,LAA,PSANDOVAL-L,0,0,0,0,0,2,0,0,3,5,-185,-200,-1.5,-105,8.5,-110,8.5,-105
508,931,V,TEX,GOTTO,0,0,0,0,0,1,3,0,0,4,160,167,1.5,-135,7.5,-110,7.5,105
508,932,H,NYY,JMONTGOME-L,0,0,2,0,0,0,0,0,0,2,-190,-182,-1.5,115,7.5,-110,7.5,-125
508,933,V,KAN,DLYNCH-L,0,1,0,0,0,1,0,0,0,2,100,118,1.5,-185,7,-115,7,-115
508,934,H,BAL,BZIMMERMA-L,3,0,0,0,1,0,0,0,x,4,-120,-128,-1.5,165,7,-105,7,-105
508,935,V,NYM,CBASSITT,2,0,0,0,3,1,0,0,0,6,-140,-151,-1.5,105,8,-105,8,-105
508,936,H,PHI,CSANCHEZ-L,0,1,0,0,0,0,0,0,0,1,120,141,1.5,-125,8,-115,8,-115
509,951,V,LAD,JURIAS-L,0,0,0,0,0,0,0,0,1,1,-245,-220,-1.5,-135,7.5,-105,7.5,100
509,952,H,PIT,JQUINTANA-L,0,0,0,1,0,0,2,2,x,5,195,200,1.5,115,7.5,-115,7.5,-120
509,953,V,MIL,BWOODRUFF,0,0,0,2,1,2,0,0,0,5,-180,-170,-1.5,-120,7.5,-110,7.5,105
509,954,H,CIN,LCASTILLO,0,1,0,0,5,1,3,0,x,10,150,160,1.5,100,7.5,-110,7.5,-125
509,955,V,MIA,EHERNANDE,0,2,0,1,0,0,0,0,0,3,-130,-102,-1.5,145,8,-110,8.5,-120
509,956,H,ARI,HCASTELLA,2,1,0,0,0,1,0,0,x,4,110,-108,1.5,-165,8,-110,8.5,100
509,957,V,CUB,KHENDRICK,1,0,0,1,1,0,1,2,0,6,125,148,1.5,-150,7,100,7.5,-105
509,958,H,SDG,MGORE-L,0,0,0,0,0,0,0,0,0,0,-145,-158,-1.5,130,7,-120,7.5,-115
509,959,V,COL,AGOMBER-L,0,0,0,0,2,0,0,0,3,5,195,210,1.5,,6.5,-120,6.5,-125
509,960,H,SFO,CRODON-L,1,0,2,0,0,3,0,2,x,8,-245,-240,-1.5,,6.5,100,6.5,105
509,961,V,OAK,PBLACKBUR,0,0,1,1,0,0,0,0,0,2,120,108,1.5,-200,7,-105,7,-110
509,962,H,DET,MPINEDA,0,0,0,0,0,0,0,0,0,0,-140,-118,-1.5,175,7,-115,7,-110
509,963,V,CLE,ZPLESAC,1,0,0,0,0,0,0,1,6,12,150,167,1.5,-130,7.5,100,7.5,-115
509,964,H,CWS,MKOPECH,4,0,0,0,0,0,1,3,0,9,-180,-182,-1.5,110,7.5,-120,7.5,-105
509,965,V,TAM,JSPRINGS-L,0,0,0,1,0,0,2,0,0,3,100,109,1.5,-190,7.5,-115,7.5,100
509,966,H,LAA,NSYNDERGA,0,0,0,3,0,3,5,0,x,11,-120,-119,-1.5,170,7.5,-105,7.5,-120
509,967,V,PHI,RSUAREZ-L,0,2,1,0,3,0,3,0,0,9,100,-105,1.5,-210,7.5,-105,7.5,-105
509,968,H,SEA,CFLEXEN,0,0,0,0,0,0,0,0,0,0,-120,-105,-1.5,185,7.5,-115,7.5,-115
509,969,V,TEX,JGRAY,0,0,0,0,0,0,0,0,0,0,175,185,1.5,-120,7,105,7,-120
509,970,H,NYY,NCORTES-L,0,0,0,0,0,0,0,1,x,1,-210,-205,-1.5,100,7,-125,7,100
509,971,V,KAN,CHERNANDE,1,0,0,0,0,0,0,0,0,1,110,133,1.5,-175,7.5,-110,7.5,-110
509,972,H,BAL,TWELLS,0,0,0,0,6,0,0,0,x,6,-130,-143,-1.5,155,7.5,-110,7.5,-110
510,901,V,LAD,TGONSOLIN,2,0,5,0,0,0,4,0,0,11,-225,-230,-1.5,-150,8.5,-110,8.5,105
510,902,H,PIT,BWILSON,0,0,0,0,0,0,0,1,0,1,185,205,1.5,130,8.5,-110,8.5,-125
510,903,V,MIL,FPERALTA,0,0,0,1,0,2,0,2,0,5,-185,-200,-1.5,-130,8,-115,8.5,-120
510,904,H,CIN,HGREENE,0,1,0,0,0,0,0,3,0,4,155,180,1.5,110,8,-105,8.5,100
510,905,V,NYM,CCARRASCO,0,0,0,0,0,3,0,0,1,4,-190,-148,-1.5,105,8.5,-115,8,-115
510,906,H,WAS,PCORBIN-L,0,0,0,1,1,0,0,0,0,2,160,138,1.5,-125,8.5,-105,8,-105
510,907,V,CUB,WMILEY-L,0,0,2,0,1,0,0,0,1,4,135,152,1.5,-155,7.5,100,7,-120
510,908,H,SDG,MCLEVINGE,2,0,1,0,0,2,0,0,x,5,-160,-162,-1.5,135,7.5,-120,7,100
510,909,V,MIA,JLUZARDO-L,2,0,0,0,0,0,0,0,1,3,-125,-127,-1.5,125,8,-110,8,-110
510,910,H,ARI,MBUMGARNE-L,2,0,4,0,0,0,0,3,x,9,105,117,1.5,-145,8,-110,8,-110
510,911,V,COL,ASENZATEL,0,0,0,1,0,0,0,0,1,2,155,185,1.5,-125,7,-110,7.5,-105
510,912,H,SFO,AWOOD-L,0,3,0,2,3,0,0,1,x,9,-185,-205,-1.5,105,7,-110,7.5,-115
510,913,V,DET,TSKUBAL-L,0,0,0,0,2,1,3,0,0,6,-110,-102,-1.5,160,7,-105,6.5,-105
510,914,H,OAK,FMONTAS,0,0,0,0,0,0,0,0,0,0,-110,-108,1.5,-180,7,-115,6.5,-115
510,915,V,OAK,AMARTINEZ,0,0,0,2,0,0,1,0,1,4,120,134,1.5,-170,7.5,-115,7.5,-125
510,916,H,DET,AFAEDO,0,0,0,0,0,0,0,0,1,1,-140,-144,-1.5,150,7.5,-105,7.5,105
510,917,V,TOR,YKIKUCHI-L,1,2,0,0,0,0,0,2,0,5,130,160,1.5,-145,7.5,100,7.5,-105
510,918,H,NYY,LSEVERINO,0,0,0,0,0,3,0,0,3,6,-150,-170,-1.5,125,7.5,-120,7.5,-115
510,919,V,HOU,JVERLANDE,0,1,0,1,2,1,0,0,0,5,-130,-142,-1.5,130,6.5,-110,7,-110
510,920,H,MIN,JRYAN,0,0,0,0,0,0,0,0,0,0,110,132,1.5,-150,6.5,-110,7,-110
510,921,V,KAN,BKELLER,0,0,0,0,1,0,3,0,0,4,125,121,1.5,-160,8,-115,8,-110
510,922,H,TEX,MPEREZ-L,3,0,1,1,0,1,0,0,x,6,-145,-131,-1.5,140,8,-105,8,-110
510,923,V,CLE,CQUANTRIL,0,0,0,0,0,0,1,0,0,1,155,170,1.5,-130,7.5,105,8,-115
510,924,H,CWS,LGIOLITO,0,0,0,0,1,2,1,0,x,4,-185,-185,-1.5,110,7.5,-125,8,-105
510,925,V,TAM,CKLUBER,0,0,0,0,0,0,0,0,0,0,-105,-107,-1.5,160,8.5,100,8,-120
510,926,H,LAA,RDETMERS-L,2,3,3,0,0,0,0,4,x,12,-115,-103,1.5,-180,8.5,-120,8,100
510,927,V,BOS,GWHITLOCK,0,6,0,0,0,0,0,0,3,9,125,129,1.5,-170,8,-115,7.5,-115
510,928,H,ATL,KWRIGHT,0,0,3,0,0,0,1,0,0,4,-145,-139,-1.5,150,8,-105,7.5,-105
510,929,V,BAL,KBRADISH,0,0,2,1,1,1,0,0,0,5,135,150,1.5,-150,8,-105,8.5,-115
510,930,H,STL,PNAUGHTON-L,0,0,0,0,0,2,0,0,1,3,-160,-160,-1.5,130,8,-115,8.5,-105
510,931,V,PHI,ANOLA,0,0,0,0,2,0,1,0,1,4,-110,-126,-1.5,140,7,100,7,100
510,932,H,SEA,RRAY-L,2,1,0,0,0,2,0,0,x,5,-110,116,1.5,-160,7,-120,7,-120
511,951,V,LAD,RPEPIOT,0,0,0,0,0,0,3,0,0,3,-180,-194,-1.5,-130,8.5,-115,8.5,-115
511,952,H,PIT,DPETERS-L,0,0,0,0,0,3,1,1,x,5,150,177,1.5,110,8.5,-105,8.5,-105
511,953,V,MIL,AHOUSER,0,0,3,1,0,0,0,1,6,11,-185,-190,-1.5,-130,9,-105,9.5,-110
511,954,H,CIN,VGUTIERRE,4,3,0,0,1,0,0,6,x,14,155,175,1.5,110,9,-115,9.5,-110
511,955,V,MIA,SALCANTAR,2,1,0,0,0,0,0,0,8,11,100,-110,1.5,-210,7,-115,8,-120
511,956,H,ARI,MKELLY,0,0,1,0,0,0,0,2,0,3,-120,100,-1.5,185,7,-105,8,100
511,957,V,COL,CKUHL,0,0,0,0,0,1,0,0,0,1,170,185,1.5,-120,7.5,-105,7.5,-110
511,958,H,SFO,ACOBB,0,0,0,3,2,0,0,2,x,7,-200,-205,-1.5,100,7.5,-115,7.5,-110
511,959,V,CUB,KTHOMPSON,1,0,0,4,0,0,0,2,0,7,155,144,1.5,-155,8,100,8,100
511,960,H,SDG,NMARTINEZ,1,1,0,0,0,1,2,0,0,5,-185,-154,-1.5,135,8,-120,8,-120
511,961,V,NYM,TMEGILL,3,0,0,0,0,0,0,0,0,3,-185,-170,-1.5,-110,8.5,100,8,-115
511,962,H,WAS,AARONSANC,5,3,0,0,0,0,0,0,x,8,155,160,1.5,-110,8.5,-120,8,-105
511,963,V,TOR,JBERRIOS,1,0,0,0,0,1,0,0,1,3,110,122,1.5,-180,7.5,100,7.5,-110
511,964,H,NYY,JTAILLON,0,0,0,3,0,2,0,0,x,5,-130,-132,-1.5,160,7.5,-120,7.5,-110
511,967,V,TAM,SMCCLANAH-L,0,1,0,0,0,0,0,1,0,4,100,102,1.5,-205,7,-115,6.5,-120
511,968,H,LAA,SOHTANI,0,0,0,0,0,0,0,2,0,2,-120,-112,-1.5,180,7,-105,6.5,100
511,969,V,OAK,ZLOGUE-L,1,2,3,0,1,0,0,0,2,9,-105,114,1.5,-185,7.5,-110,7.5,-105
511,970,H,DET,JWENTZ-L,0,0,0,0,0,0,0,0,0,0,-115,-124,-1.5,165,7.5,-110,7.5,-115
511,971,V,HOU,JURQUIDY,0,2,3,0,x,x,x,x,x,5,-120,-115,-1.5,135,8,-105,8.5,-115
511,972,H,MIN,CARCHER,1,0,0,0,x,x,x,x,x,1,100,105,1.5,-155,8,-115,8.5,-105
511,973,V,KAN,GSPEIER-L,0,0,1,0,2,0,1,0,4,8,110,120,1.5,-170,8.5,-115,8.5,-110
511,974,H,TEX,MBUSH,0,0,0,0,0,1,0,0,1,2,-130,-130,-1.5,150,8.5,-105,8.5,-110
511,975,V,PHI,BFALTER-L,0,0,0,4,0,0,0,0,0,4,135,130,1.5,-175,7.5,-105,7.5,-105
511,976,H,SEA,LGILBERT,0,0,1,0,0,0,1,0,0,2,-160,-140,-1.5,155,7.5,-115,7.5,-115
511,977,V,BOS,NEOVALDI,0,2,1,0,0,0,0,0,0,3,120,-102,1.5,-190,7.5,-105,8,-115
511,978,H,ATL,IANDERSON,0,0,3,0,0,0,0,0,2,5,-140,-108,-1.5,170,7.5,-115,8,-105
511,979,V,BAL,SWATKINS,0,0,0,0,1,0,0,0,0,1,180,190,1.5,-110,8,-110,8.5,100
511,980,H,STL,MMIKOLAS,0,3,0,4,0,1,0,2,x,10,-220,-210,-1.5,-110,8,-110,8.5,-120
512,901,V,NYM,TWALKER,2,0,0,1,0,0,0,0,1,4,-145,-146,-1.5,100,9,-110,9,100
512,902,H,WAS,JADON,0,0,0,0,0,0,0,0,1,1,125,136,1.5,-120,9,-110,9,-120
512,903,V,CIN,COVERTON,0,1,0,1,0,0,0,2,0,4,120,122,1.5,-165,8,-115,8,-120
512,904,H,PIT,JBRUBAKER,0,0,0,0,0,0,0,0,0,0,-140,-132,-1.5,145,8,-105,8,100
512,905,V,PHI,ZWHEELER,1,3,0,1,1,1,0,0,2,9,120,134,1.5,-155,8,-105,8,-120
512,906,H,LAD,TANDERSON-L,0,0,1,0,0,2,0,4,0,7,-140,-144,-1.5,135,8,-115,8,100
512,907,V,OAK,JKAPRIELI,3,0,0,0,0,0,0,2,0,5,110,108,1.5,-200,7,-110,8,-110
512,908,H,DET,BBRIESKE,0,0,0,0,2,1,0,0,0,3,-130,-118,-1.5,175,7,-110,8,-110
512,909,V,HOU,LGARCIA,0,1,2,1,0,0,0,0,1,5,-125,-110,-1.5,140,8.5,-105,8,100
512,910,H,MIN,JWINDER,0,0,0,0,0,0,0,0,0,0,105,100,1.5,-160,8.5,-115,8,-120
512,911,V,KAN,JHEASLEY,0,0,0,0,0,0,0,1,0,1,115,135,1.5,-155,8,-120,8.5,-120
512,912,H,TEX,THEARN-L,1,0,0,0,0,0,1,1,x,3,-135,-145,-1.5,135,8,100,8.5,100
512,913,V,NYY,LGIL,2,0,3,1,0,0,1,7,1,15,115,135,1.5,-160,7.5,-110,8,-105
512,914,H,CWS,DCEASE,0,3,0,1,0,0,3,0,0,7,-135,-145,-1.5,140,7.5,-110,8,-115
512,915,V,BAL,BBAKER,0,1,0,0,0,0,2,0,0,3,185,179,1.5,-120,8,-110,8.5,-110
512,916,H,STL,SMATZ-L,0,0,0,0,0,0,1,1,0,2,-225,-198,-1.5,100,8,-110,8.5,-110
513,951,V,CIN,TMAHLE,0,0,2,1,2,0,3,0,0,8,-120,-103,-1.5,145,7.5,-115,8,-110
513,952,H,PIT,MKELLER,1,0,1,0,0,0,0,0,0,2,100,-107,1.5,-165,7.5,-105,8,-110
513,953,V,MIL,CBURNES,1,0,0,0,0,0,0,0,1,2,-145,-146,-1.5,120,6.5,-105,6,-120
513,954,H,MIA,PLOPEZ,0,0,1,0,0,0,0,0,0,1,125,136,1.5,-140,6.5,-115,6,100
513,955,V,SDG,YDARVISH,0,0,1,0,2,1,3,0,4,11,125,135,1.5,-165,7,-110,7,-115
513,956,H,ATL,MFRIED-L,0,0,1,0,1,4,0,0,0,6,-145,-145,-1.5,145,7,-110,7,-105
513,957,V,SFO,LWEBB,0,1,2,0,0,0,0,5,0,8,-130,-122,-1.5,140,7.5,-120,7.5,-110
513,958,H,STL,JHICKS,1,0,0,0,0,0,0,1,0,2,110,112,1.5,-160,7.5,100,7.5,-110
513,959,V,CUB,DSMYLY-L,0,0,3,0,0,0,0,0,0,3,105,107,1.5,-185,8.5,-115,9,-105
513,960,H,ARI,ZDAVIES,0,0,3,1,0,0,0,0,x,4,-125,-117,-1.5,165,8.5,-105,9,-115
513,961,V,PHI,KGIBSON,0,2,0,3,0,3,0,1,0,12,185,193,1.5,-105,7.5,-115,8,-120
513,962,H,LAD,WBUEHLER,0,0,5,1,0,1,0,0,2,10,-225,-213,-1.5,-115,7.5,-105,8,100
513,963,V,BAL,JLYLES,0,0,0,0,0,0,0,2,0,2,120,144,1.5,-155,8,-105,7.5,100
513,964,H,DET,ERODRIGUE-L,0,0,1,0,0,3,0,0,x,4,-140,-154,-1.5,135,8,-115,7.5,-120
513,965,V,TOR,KGAUSMAN,0,0,0,0,0,1,0,1,0,2,-125,-121,-1.5,145,6.5,-115,6.5,-125
513,966,H,TAM,DRASMUSSE,0,1,0,0,1,0,0,3,x,5,105,111,1.5,-165,6.5,-105,6.5,105
513,967,V,BOS,NPIVETTA,0,0,1,0,0,4,2,0,0,7,-105,110,1.5,-185,8.5,-110,8,-110
513,968,H,TEX,DDUNNING,0,0,0,0,0,0,1,0,0,1,-115,-120,-1.5,165,8.5,-110,8,-110
513,969,V,CLE,ACIVALE,0,0,1,0,1,2,2,0,2,8,145,144,1.5,-145,8.5,-105,8,-115
513,970,H,MIN,SGRAY,2,0,0,0,9,0,0,1,x,12,-170,-154,-1.5,125,8.5,-115,8,-105
513,971,V,NYY,GCOLE,2,3,0,1,1,0,0,0,3,10,-165,-187,-1.5,-110,7.5,100,8,-105
513,972,H,CWS,VVELASQUE,0,0,0,1,0,2,0,0,1,4,140,172,1.5,-110,7.5,-120,8,-115
513,973,V,LAA,CSILSETH,0,0,0,1,1,0,0,0,0,2,-150,-145,-1.5,115,7.5,-120,8,-105
513,974,H,OAK,DJEFFERIE,0,0,0,0,0,0,0,0,0,0,130,135,1.5,-135,7.5,100,8,-115
513,975,V,HOU,FVALDEZ-L,5,0,1,0,0,0,0,0,0,6,-160,-145,-1.5,105,8,-110,8.5,-105
513,976,H,WAS,JGRAY,0,0,0,0,0,0,1,0,0,1,135,135,1.5,-125,8,-110,8.5,-115
513,977,V,SEA,MGONZALES-L,0,0,0,1,0,0,0,1,0,2,180,205,1.5,100,7,100,7,-120
513,978,H,NYM,MSCHERZER,1,0,0,0,0,0,0,0,0,1,-220,-230,-1.5,-120,7,-120,7,100
513,979,V,KAN,ZGREINKE,2,0,4,0,2,0,4,2,0,14,120,115,1.5,-165,10.5,100,10.5,-105
513,980,H,COL,KFREELAND-L,0,3,0,0,4,0,2,1,0,10,-140,-125,-1.5,145,10.5,-120,10.5,-115
514,901,V,SFO,JJUNIS,0,0,0,0,0,0,0,0,0,0,-105,-118,1.5,-220,8,-110,9,100
514,902,H,STL,DHUDSON,0,1,0,0,1,0,2,0,x,4,-115,108,-1.5,195,8,-110,9,-120
514,903,V,SDG,SMANAEA-L,0,0,0,0,1,0,0,4,0,5,110,120,1.5,-175,8,100,8.5,100
514,904,H,ATL,CMORTON,1,0,1,0,0,0,0,4,x,6,-130,-130,-1.5,155,8,-120,8.5,-120
514,905,V,MIL,ELAUER-L,1,0,0,0,0,0,0,2,0,3,-140,-115,-1.5,150,7,-115,7,-110
514,906,H,MIA,TROGERS-L,0,0,0,4,0,4,0,1,x,9,120,105,1.5,-170,7,-105,7,-110
514,907,V,CIN,LCASTILLO,0,0,0,0,0,0,1,0,0,1,-120,-119,-1.5,145,7.5,-115,8,-105
514,908,H,PIT,ZTHOMPSON,0,2,0,1,0,0,0,0,x,3,100,109,1.5,-165,7.5,-105,8,-115
514,909,V,CUB,KHENDRICK,0,0,0,1,0,0,0,0,3,4,125,140,1.5,-155,8,100,8,-115
514,910,H,ARI,ZGALLEN,0,1,0,0,0,0,0,0,1,2,-145,-150,-1.5,135,8,-120,8,-105
514,911,V,PHI,RSUAREZ-L,3,0,3,2,0,0,0,0,0,8,150,168,1.5,-130,8,-115,8,-115
514,912,H,LAD,JURIAS-L,1,0,0,2,0,0,0,0,0,3,-180,-183,-1.5,110,8,-105,8,-105
514,913,V,LAA,JDIAZ-L,1,0,0,0,0,0,0,2,0,3,-125,120,1.5,-180,7.5,-120,7.5,100
514,914,H,OAK,PBLACKBUR,0,0,0,0,0,0,1,0,3,4,105,-130,-1.5,160,7.5,100,7.5,-120
514,915,V,BAL,BZIMMERMA-L,0,0,0,0,0,0,0,0,0,0,100,102,1.5,-200,7.5,-115,7.5,-120
514,916,H,DET,MPINEDA,0,1,0,0,1,0,1,0,x,3,-120,-112,-1.5,175,7.5,-105,7.5,100
514,917,V,TOR,HRYU-L,1,0,0,0,0,0,0,4,0,5,105,-122,1.5,-235,8.5,100,7.5,-110
514,918,H,TAM,RYARBROUG-L,1,0,0,0,0,0,0,0,0,1,-125,112,-1.5,205,8.5,-120,7.5,-110
514,919,V,BOS,RHILL-L,1,4,0,1,3,0,0,1,1,11,-105,100,1.5,-190,8.5,-115,8,-115
514,920,H,TEX,GOTTO,1,0,0,0,0,0,2,0,0,3,-115,-110,-1.5,170,8.5,-105,8,-105
514,921,V,NYY,JMONTGOME-L,0,0,0,0,0,0,0,1,1,2,-145,-143,-1.5,105,8,-115,9,-110
514,922,H,CWS,DKEUCHEL-L,1,0,1,0,0,0,0,0,1,3,125,133,1.5,-125,8,-105,9,-110
514,923,V,CLE,SBIEBER,0,1,0,0,0,0,0,0,0,3,-135,-130,-1.5,125,9,100,8.5,-110
514,924,H,MIN,DSMELTZER-L,0,0,0,1,0,0,0,0,0,2,115,120,1.5,-145,9,-120,8.5,-110
514,925,V,LAA,MLORENZEN,0,5,0,0,3,1,0,0,0,9,-180,-168,-1.5,-105,8,-110,8,-110
514,926,H,OAK,AOLLER,1,0,0,0,0,0,0,0,0,1,150,158,1.5,-115,8,-110,8,-110
514,927,V,HOU,CJAVIER,0,0,0,2,1,1,0,2,0,6,-165,-131,-1.5,115,8.5,-120,8.5,-120
514,928,H,WAS,EFEDDE,1,0,3,3,2,4,0,0,x,13,140,121,1.5,-135,8.5,100,8.5,100
514,929,V,SEA,GKIRBY,0,0,0,0,0,1,3,0,0,4,145,135,1.5,-165,7.5,-105,7,-105
514,930,H,NYM,CBASSITT,1,0,2,0,1,0,1,0,x,5,-170,-145,-1.5,145,7.5,-115,7,-115
514,931,V,KAN,CHERNANDE,0,0,3,0,0,0,1,0,0,4,140,133,1.5,-140,10.5,-110,11.5,-115
514,932,H,COL,GMARQUEZ,2,1,4,0,2,0,1,0,x,10,-165,-143,-1.5,120,10.5,-110,11.5,-105
515,951,V,SDG,JMUSGROVE,0,0,0,0,1,0,2,0,0,7,100,110,1.5,-200,8.5,-105,8,-110
515,952,H,ATL,KWRIGHT,0,1,0,2,0,0,0,0,0,3,-120,-120,-1.5,175,8.5,-115,8,-110
